City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,zemio,5.0314,25.1361,100.2,27,44,5.06,CF,1684146025
294,moapa valley,36.5805,-114.4703,75.54,24,33,5.1,US,1684146025
295,alcudia,39.8532,3.1214,74.37,61,12,11.52,ES,1684146025
296,tual,-5.6667,132.75,81.73,79,100,6.44,ID,1684145864
297,luanda,-8.8368,13.2343,86.0,66,75,4.61,AO,1684146006
298,coquimbo,-29.9533,-71.3436,62.33,77,100,5.75,CL,1684146026
299,namibe,-15.1961,12.1522,76.03,60,5,3.76,AO,1684146026
300,rumonge,-3.9736,29.4386,80.24,68,63,3.85,BI,1684146026
301,atar,20.5169,-13.0499,94.93,12,99,11.52,MR,1684146027
302,gourin,48.1387,-3.6076,57.7,81,100,14.81,FR,1684146027
303,conception bay south,47.4999,-52.9981,41.74,88,100,16.67,CA,1684146027
304,qaqortoq,60.7167,-46.0333,34.36,85,100,9.69,GL,1684146028
305,fort bragg,35.139,-79.006,62.82,83,100,0.0,US,1684146028
306,hillsboro,45.5229,-122.9898,69.49,66,0,1.01,US,1684146028
307,ponta delgada,37.7333,-25.6667,66.92,77,20,4.61,PT,1684146029
308,sao jose da coroa grande,-8.8978,-35.1478,80.35,81,99,8.59,BR,1684146029
309,menongue,-14.6585,17.691,84.22,25,88,3.91,AO,1684146029
310,padang,-0.9492,100.3543,86.05,75,41,3.27,ID,1684145808
311,kokpekty,48.75,82.4,56.84,39,29,16.31,KZ,1684146030
312,nong chik,6.8436,101.178,84.6,76,98,4.21,TH,1684146030
313,bartoszyce,54.2535,20.8082,62.42,71,100,16.49,PL,1684146031
314,ario de rosales,19.2,-101.7167,59.58,44,2,3.85,MX,1684146031
315,luwingu,-10.2621,29.9271,78.98,45,77,4.68,ZM,1684146031
316,lompoc,34.6391,-120.4579,58.78,89,100,1.01,US,1684145806
317,gabrovo,42.8747,25.3342,68.29,66,93,4.14,BG,1684145749
318,belabo,4.9333,13.3,87.4,53,99,3.85,CM,1684146032
319,spearfish,44.4908,-103.8594,49.21,83,0,3.0,US,1684146032
320,tofol,5.3248,163.0078,82.53,80,100,19.8,FM,1684146032
321,bereznik,62.8551,42.7072,69.8,32,55,5.68,RU,1684146033
322,sarangani,5.4033,125.4636,85.1,71,73,11.56,PH,1684146033
323,lichinga,-13.3128,35.2406,73.49,53,75,3.44,MZ,1684146033
324,lethem,3.3803,-59.7968,76.14,90,97,6.58,GY,1684146033
325,yermentau,51.6214,73.1069,63.27,32,32,7.99,KZ,1684146034
326,castel bolognese,44.3207,11.7999,66.11,71,49,4.99,IT,1684146034
327,corumba,-19.0092,-57.6533,60.75,81,0,2.01,BR,1684146034
328,mejit,10.2753,170.8646,81.61,78,75,15.12,MH,1684146034
329,st. john's,47.5649,-52.7093,41.97,89,100,19.57,CA,1684145757
330,okha,53.5739,142.9478,47.53,80,15,9.42,RU,1684146035
331,kristiansund,63.1115,7.732,48.25,87,75,13.8,NO,1684146035
332,greymouth,-42.4667,171.2,46.8,87,50,4.07,NZ,1684145944
333,pingzhuang,42.0372,119.2889,82.72,20,81,14.38,CN,1684145954
334,rio grande,-32.035,-52.0986,58.6,87,56,11.83,BR,1684145768
335,hasaki,35.7333,140.8333,64.22,77,95,14.74,JP,1684145839
336,kamachumu,-1.6186,31.62,75.27,57,16,6.58,TZ,1684146037
337,virac,13.6333,124.2167,75.9,80,93,1.05,PH,1684146037
338,ketchikan,55.3422,-131.6461,55.87,88,0,10.36,US,1684146037
339,constantia,44.1833,28.65,66.88,61,77,13.76,RO,1684146038
340,sao joao da barra,-21.6403,-41.0511,69.89,87,62,3.67,BR,1684146038
341,ostersund,63.1792,14.6357,59.45,33,75,9.22,SE,1684146038
342,jerome,42.7241,-114.5186,54.43,66,0,11.5,US,1684146038
343,shaowu,27.3409,117.4831,76.93,61,99,1.79,CN,1684145741
344,minas de marcona,-15.2119,-75.1103,57.67,88,44,4.12,PE,1684145794
345,cascais,38.6979,-9.4215,69.66,64,20,28.99,PT,1684146039
346,langepas,61.2544,75.2124,48.61,56,100,16.11,RU,1684146039
347,bracebridge,45.0334,-79.3163,36.34,100,0,0.0,CA,1684146039
348,howard springs,-12.497,131.047,82.31,85,99,6.51,AU,1684146040
349,port hedland,-20.3167,118.5667,73.45,46,3,6.91,AU,1684146040
350,manismata,-2.4667,111.0333,82.98,68,35,4.63,ID,1684146040
351,celestun,20.8667,-90.4,73.71,79,100,5.86,MX,1684146040
352,corinto,37.9407,22.9573,68.9,41,90,5.68,GR,1684146040
353,vratsa,43.21,23.5625,59.52,86,100,3.74,BG,1684146041
354,vilyuysk,63.7553,121.6247,48.54,35,79,2.57,RU,1684146041
355,susanville,40.4163,-120.653,48.04,82,0,4.61,US,1684145857
356,chinchilla,-26.75,150.6333,63.43,92,100,8.55,AU,1684146041
357,lloydminster,53.2835,-110.0016,52.02,71,0,6.91,CA,1684146041
358,urucui,-7.2294,-44.5561,76.19,87,98,3.47,BR,1684146042
359,fredericton,45.9454,-66.6656,46.42,59,20,5.75,CA,1684146042
360,yorosso,12.3536,-4.7761,85.33,53,100,5.06,ML,1684146041
361,utrik,11.2278,169.8474,80.92,83,98,15.93,MH,1684146042
362,shiprock,36.7855,-108.687,57.54,63,68,11.56,US,1684145910
363,gadzhiyevo,69.2551,33.3362,42.17,98,96,3.96,RU,1684146043
364,chiredzi,-21.05,31.6667,83.84,34,6,7.54,ZW,1684146043
365,touros,-5.1989,-35.4608,80.53,82,67,11.56,BR,1684146043
366,cabo san lucas,22.8909,-109.9124,69.62,56,1,9.69,MX,1684146043
367,kudahuvadhoo,2.6708,72.8944,83.34,80,88,17.34,MV,1684145814
368,sheldon,43.1811,-95.8561,51.78,97,100,9.22,US,1684146044
369,santa elena de uairen,4.6167,-61.1333,66.85,95,99,3.15,VE,1684146045
370,bereket,39.2446,55.5154,71.04,46,68,22.53,TM,1684146045
371,chibougamau,49.9168,-74.3659,49.62,50,100,8.05,CA,1684146045
372,quitilipi,-26.8691,-60.2168,53.11,82,0,5.17,AR,1684146045
373,deqing,30.5448,119.9599,80.1,52,45,5.41,CN,1684146045
374,trenggalek,-8.05,111.7167,74.66,84,77,5.08,ID,1684145899
375,hotan,37.0997,79.9269,85.1,7,68,4.92,CN,1684146046
376,banda aceh,5.5577,95.3222,86.59,67,67,14.34,ID,1684145940
377,iskandar,41.5539,69.7008,90.45,25,30,6.78,UZ,1684146047
378,puan,35.7281,126.7319,67.53,62,0,7.0,KR,1684145942
379,nanao,37.05,136.9667,64.6,88,18,2.06,JP,1684145992
380,weno,7.4515,151.8468,82.35,89,40,3.44,FM,1684146047
381,lebu,-37.6167,-73.65,56.86,86,100,12.41,CL,1684145833
382,mount pearl,47.5166,-52.7813,41.14,88,100,19.57,CA,1684146048
383,mahina,-17.5065,-149.489,74.97,83,0,3.44,PF,1684146048
384,ciechocinek,52.8791,18.7951,53.2,94,100,15.03,PL,1684146048
385,rundu,-17.9333,19.7667,87.73,17,12,7.0,NA,1684146048
386,shizunai-furukawacho,42.3339,142.3669,51.62,94,100,18.23,JP,1684146049
387,adrar,20.5022,-10.0711,93.34,9,57,16.73,MR,1684146049
388,labrador city,52.9463,-66.9114,40.91,87,100,8.05,CA,1684146049
389,villarrobledo,39.2699,-2.6012,60.78,35,43,14.0,ES,1684146049
390,monte argentario,42.4345,11.1195,66.0,65,60,12.77,IT,1684146049
391,mil'kovo,55.6078,37.7956,66.06,41,10,5.46,RU,1684146050
392,shatrovo,56.5167,64.6333,59.59,48,86,8.28,RU,1684146050
393,jinchang,38.4953,102.1739,81.55,10,72,8.81,CN,1684146050
394,along,28.1667,94.7667,69.85,92,100,3.04,IN,1684146051
395,petrolina,-9.3986,-40.5008,75.25,88,0,5.75,BR,1684146051
396,deschutes river woods,43.9915,-121.3584,54.43,74,0,6.91,US,1684146051
397,walvis bay,-22.9575,14.5053,63.09,57,9,8.7,NA,1684146051
398,tralee,52.2704,-9.7026,55.65,67,75,5.75,IE,1684146052
399,kaspiyskiy,45.3929,47.3707,67.21,51,100,5.08,RU,1684146052
400,fortaleza,-3.7227,-38.5247,79.21,89,20,8.05,BR,1684146052
401,kingston,17.997,-76.7936,81.55,77,20,2.3,JM,1684146052
402,shimoda,34.6667,138.95,60.1,80,78,9.13,JP,1684145895
403,abbeville,50.1,1.8333,56.48,95,100,11.34,FR,1684146053
404,fuerte olimpo,-21.0415,-57.8738,59.65,78,0,3.44,PY,1684145855
405,kuqa,41.7278,82.9364,87.87,9,0,4.85,CN,1684146053
406,kyren,51.6828,102.1408,51.28,49,100,3.0,RU,1684146053
407,acarau,-2.8856,-40.12,77.67,88,8,10.2,BR,1684145818
408,namtsy,62.7161,129.6658,51.96,41,100,11.74,RU,1684146054
409,maisi,43.0395,41.2621,55.13,79,58,4.63,GE,1684146054
410,yellapur,14.9667,74.7167,95.88,28,30,11.03,IN,1684146054
411,kapoeta,4.7717,33.5903,95.95,31,45,13.91,SS,1684146054
412,viedma,-40.8135,-62.9967,53.6,66,100,10.38,AR,1684146055
413,vila velha,-20.3297,-40.2925,70.95,92,0,3.44,BR,1684146055
414,anloga,5.7947,0.8973,82.92,76,100,13.58,GH,1684146055
415,baxter,46.3433,-94.2867,50.29,81,0,5.75,US,1684146056
416,paredon,16.0333,-93.8667,81.66,64,46,11.61,MX,1684146056
417,dickinson,29.4608,-95.0513,75.97,91,100,0.0,US,1684146056
418,yeppoon,-23.1333,150.7333,67.78,91,11,4.76,AU,1684146056
419,alaghsas,17.0187,8.0168,103.89,15,9,9.22,NE,1684145913
420,labytnangi,66.6572,66.4183,35.91,81,54,14.72,RU,1684146057
421,viitasaari,63.0667,25.8667,63.82,47,70,7.38,FI,1684146057
422,bodo,67.28,14.405,61.95,58,0,8.05,NO,1684146057
423,baruun-urt,46.6806,113.2792,57.92,11,78,3.42,MN,1684146057
424,bariadi,-2.8,33.9833,82.9,45,3,6.31,TZ,1684146058
425,alesund,62.4723,6.1549,49.33,82,75,13.8,NO,1684146058
426,laojunmiao,39.8333,97.7333,73.53,12,98,18.61,CN,1684146059
427,las heras,-46.5419,-68.9359,50.34,71,0,16.06,AR,1684146059
428,dangriga,16.9692,-88.2321,77.36,82,100,10.42,BZ,1684146059
429,pirai do sul,-24.5261,-49.9486,47.28,85,47,1.5,BR,1684146059
430,dongola,19.1667,30.4833,100.09,5,37,8.9,SD,1684146059
431,kodiak,57.79,-152.4072,42.31,81,100,9.22,US,1684146060
432,poshekhon'ye,58.4993,39.1353,63.09,44,5,2.26,RU,1684146060
433,backa topola,45.8152,19.6318,58.57,87,100,6.69,RS,1684146060
434,flying fish cove,-10.4217,105.6791,80.28,73,75,11.5,CX,1684146060
435,alice springs,-23.7,133.8833,56.75,77,41,4.54,AU,1684146061
436,tyuratam,45.6507,63.3156,66.96,42,100,16.06,KZ,1684146061
437,vyyezdnoye,55.3815,43.7864,54.79,58,100,9.51,RU,1684146061
438,fale old settlement,-9.3852,-171.2468,83.75,78,30,12.71,TK,1684146061
439,illizi,26.4833,8.4667,75.0,24,0,17.05,DZ,1684146062
440,nadym,65.5333,72.5167,36.81,77,99,21.27,RU,1684146062
441,benguela,-12.5763,13.4055,83.46,62,89,6.76,AO,1684146062
442,levuka,50.1834,-105.4011,56.93,67,20,12.66,CA,1684146063
443,sechura,-5.5569,-80.8222,75.2,79,92,11.03,PE,1684145841
444,tazovsky,67.4667,78.7,32.25,93,100,13.09,RU,1684146063
445,ben lomond,37.0891,-122.0863,58.75,83,53,1.99,US,1684146063
446,bakanas,44.8081,76.2772,77.65,20,52,14.94,KZ,1684146064
447,keflavik,64.0049,-22.5624,45.03,76,75,21.85,IS,1684146064
448,san patricio,28.017,-97.5169,75.83,94,88,5.59,US,1684146064
449,taungdwingyi,20.0167,95.55,91.29,43,96,15.73,MM,1684146064
450,dalhart,36.0595,-102.5133,55.42,94,100,13.8,US,1684146065
451,antalaha,-14.9003,50.2788,82.78,63,1,8.59,MG,1684146065
452,rafsanjan,30.4067,55.9939,84.36,5,11,4.07,IR,1684146065
453,ulanhot,46.0833,122.0833,62.1,10,96,15.79,CN,1684146065
454,manoharpur,27.3,75.95,105.58,10,16,17.69,IN,1684145976
455,rosarito,32.3333,-117.0333,59.95,84,61,2.37,MX,1684146066
456,lerwick,60.1545,-1.1494,51.8,70,7,14.63,GB,1684146066
457,katabu,-4.9333,122.5167,76.93,83,68,4.99,ID,1684145895
458,singaraja,-8.112,115.0882,79.84,71,16,3.42,ID,1684145858
459,drobak,59.6633,10.6298,70.79,44,100,5.77,NO,1684146067
460,lucea,18.451,-78.1736,76.86,77,92,1.16,JM,1684146067
461,papao,-17.75,-149.55,74.88,77,15,1.59,PF,1684146067
462,ilanskiy,56.2358,96.065,51.19,36,100,19.42,RU,1684146067
463,grand-bassam,5.2118,-3.7388,82.36,84,100,7.85,CI,1684146067
464,serdar,38.9764,56.2757,72.61,41,36,25.01,TM,1684146068
465,salinopolis,-0.6136,-47.3561,79.3,89,68,8.39,BR,1684146068
466,usogorsk,63.4106,48.6872,65.53,35,82,7.7,RU,1684146068
467,island harbour,50.724,-1.2758,58.98,64,100,7.0,GB,1684146068
468,konosha,60.9736,40.257,69.58,30,6,2.33,RU,1684146069
469,kenai,60.5544,-151.2583,41.05,84,40,0.0,US,1684146069
470,ta`u,-14.2336,-169.5144,81.82,78,59,11.27,AS,1684146069
471,mlyniv,50.509,25.6168,65.86,56,100,19.8,UA,1684146069
472,glace bay,46.1969,-59.957,45.09,76,20,12.66,CA,1684145787
473,ebon,4.582,168.6964,80.04,81,100,2.17,MH,1684146070
474,shahrak,34.1074,64.3052,72.41,16,94,20.83,AF,1684146070
475,kralendijk,12.15,-68.2667,80.58,83,40,12.66,BQ,1684146070
476,kavieng,-2.5744,150.7967,83.32,77,14,5.23,PG,1684146070
477,susuman,62.7833,148.1667,30.96,78,100,4.43,RU,1684146071
478,lorengau,-2.0226,147.2712,82.74,77,76,5.61,PG,1684146071
479,tajerouine,35.8917,8.5528,51.69,87,100,18.77,TN,1684146071
480,dapa,9.7594,126.0531,84.0,75,72,4.52,PH,1684146071
481,pariaman,-0.619,100.12,86.05,73,27,3.4,ID,1684145859
482,meridian,43.6121,-116.3915,56.03,83,0,6.91,US,1684146072
483,westhill,57.1526,-2.2797,53.33,67,75,9.22,GB,1684146072
484,deogarh,21.5333,84.7333,111.2,8,64,11.5,IN,1684145812
485,truth or consequences,33.1284,-107.2528,64.63,62,100,14.97,US,1684146073
486,ola,59.5833,151.2833,46.15,59,65,0.92,RU,1684146073
487,rabaul,-4.1967,152.1721,82.02,78,39,5.03,PG,1684146073
488,nyurba,63.2842,118.3319,43.61,40,100,5.1,RU,1684146073
489,priozersk,61.0393,30.1291,57.09,91,97,7.16,RU,1684146074
490,itoman,26.1247,127.6694,75.58,68,75,6.91,JP,1684146002
491,yaren,-0.5472,166.916,84.06,73,84,7.78,NR,1684146075
492,stony plain,53.5334,-114.0021,62.11,70,0,5.75,CA,1684146075
493,uzhur,55.3036,89.8339,50.02,51,100,17.07,RU,1684146075
494,juneau,58.3019,-134.4197,52.11,94,0,3.44,US,1684146075
495,portland,45.5234,-122.6762,70.03,63,40,3.44,US,1684145940
496,nova sintra,14.8667,-24.7167,68.02,77,16,20.45,CV,1684146076
497,san pedro pochutla,15.7333,-96.4667,76.71,72,71,2.1,MX,1684146076
498,ar rutbah,33.0381,40.2848,81.81,16,3,8.37,IQ,1684146076
499,paramonga,-10.6667,-77.8333,70.47,82,75,5.99,PE,1684146077
500,fauske,67.2588,15.3918,61.95,39,5,14.32,NO,1684146077
501,querendaro,19.8667,-100.9167,53.64,76,20,0.0,MX,1684146077
502,paragominas,-2.9667,-47.4833,73.38,98,59,2.55,BR,1684146077
503,boa vista,2.8197,-60.6733,75.18,94,0,3.44,BR,1684146078
504,mkushi,-13.6202,29.3939,82.76,31,8,3.96,ZM,1684146078
505,antsiranana,-12.2787,49.2917,92.16,43,20,9.22,MG,1684146078
506,alliance,40.9153,-81.1059,51.62,60,100,6.51,US,1684146078
507,hallsberg,59.0657,15.1117,66.15,49,40,12.66,SE,1684146079
508,mitchell,43.7094,-98.0298,48.11,95,0,1.99,US,1684146079
509,san juan,-31.5375,-68.5364,60.31,61,30,1.16,AR,1684146079
510,worland,44.0169,-107.9554,53.67,89,100,5.75,US,1684146079
511,khalkhal,37.6189,48.5258,39.24,94,99,6.15,IR,1684146079
512,zouerate,22.7187,-12.4521,84.87,14,81,11.32,MR,1684146080
513,corner brook,48.9667,-57.9484,37.56,88,100,8.23,CA,1684146081
514,ciudad lazaro cardenas,17.9583,-102.2,74.16,75,0,5.06,MX,1684146081
515,beloyarskiy,63.7119,66.6722,49.71,43,63,14.29,RU,1684146081
516,dunedin,-45.8742,170.5036,48.79,76,13,3.0,NZ,1684145808
517,ulladulla,-35.35,150.4667,57.27,87,6,4.97,AU,1684145806
518,esquel,-42.9,-71.3167,45.43,87,54,4.97,AR,1684146082
519,revelstoke,50.9832,-118.2023,50.02,71,0,0.0,CA,1684146082
520,tommot,58.9564,126.2925,39.43,99,100,4.74,RU,1684146082
521,astoria,46.1879,-123.8313,68.59,72,0,0.0,US,1684146082
522,opuwo,-18.0607,13.84,79.81,20,0,4.56,NA,1684146083
523,adam,22.3756,57.5233,109.53,7,0,14.03,OM,1684145827
524,rexburg,43.826,-111.7897,54.91,72,75,0.0,US,1684146083
525,aguas vermelhas,-15.7472,-41.46,64.09,97,54,1.57,BR,1684146083
526,international falls,48.6011,-93.411,44.04,80,0,3.44,US,1684146083
527,conduaga,8.862,117.4893,82.94,77,8,3.4,PH,1684146084
528,imbituba,-28.24,-48.6703,59.86,74,99,3.78,BR,1684146084
529,dryden,49.7833,-92.7503,50.29,57,0,10.36,CA,1684146084
530,choyr,46.3611,108.3611,71.8,19,32,17.47,MN,1684146084
531,kamakhyanagar,20.9333,85.55,112.51,12,69,7.2,IN,1684145974
532,ashkasham,36.6833,71.5333,53.62,22,0,3.04,AF,1684146085
533,penedo,-10.2903,-36.5864,76.89,83,99,2.98,BR,1684145884
534,akaa,61.1667,23.8667,69.37,28,7,4.09,FI,1684146086
535,gulf shores,30.246,-87.7008,75.99,74,0,0.0,US,1684146086
536,cole harbour,44.6724,-63.4751,46.98,77,20,9.22,CA,1684146086
537,alo,7.4178,6.7371,85.17,65,100,2.28,NG,1684146086
538,hutchinson,38.0608,-97.9298,59.59,95,100,12.66,US,1684145831
539,kamen'-na-obi,53.7884,81.3423,63.86,24,67,11.95,RU,1684146087
540,karymskoye,51.6167,114.35,52.75,11,69,12.08,RU,1684146087
541,puerto ayacucho,5.6639,-67.6236,74.46,96,99,3.44,VE,1684145833
542,kotlas,61.2611,46.6556,67.6,31,65,2.68,RU,1684146087
543,happy valley-goose bay,53.3168,-60.3315,35.91,87,100,10.36,CA,1684146088
544,booue,-0.0921,11.9385,86.54,70,58,3.06,GA,1684146088
545,bikenibeu village,1.3673,173.1241,80.56,89,100,2.3,KI,1684146088
546,dzuunmod,48.2199,97.3744,44.13,54,86,17.72,MN,1684146088
547,bijar,35.8668,47.6051,61.72,26,12,19.91,IR,1684145930
548,thunder bay,48.4001,-89.3168,35.58,86,40,27.63,CA,1684145823
549,bridgewater,44.3835,-64.5155,46.08,80,15,11.5,CA,1684146089
550,kittila,67.6647,24.8936,68.61,27,0,14.97,FI,1684146089
551,piacabucu,-10.4056,-36.4344,78.46,79,100,5.19,BR,1684146090
552,poxoreo,-15.8372,-54.3892,62.1,84,96,1.28,BR,1684146090
553,pervomayskoye,43.919,46.7102,64.29,56,100,16.49,RU,1684146090
554,waat,51.1454,6.4958,66.47,64,0,8.05,DE,1684146091
555,shingu,33.7333,135.9833,63.01,85,26,1.72,JP,1684145934
556,sarh,9.1429,18.3923,96.71,41,0,9.22,TD,1684146091
557,mola di bari,41.0609,17.0873,64.31,88,100,16.2,IT,1684146091
558,elmina,5.0898,-1.348,77.36,91,100,9.06,GH,1684146091
559,perelyub,51.8667,50.3667,65.68,49,65,5.14,RU,1684146092
560,laibin,23.7,109.2667,81.68,71,80,9.08,CN,1684146092
561,weining,26.85,104.2333,53.67,92,100,0.0,CN,1684146092
562,kembe,4.6228,21.8865,97.81,32,7,4.29,CF,1684146093
563,sarkand,45.41,79.9186,65.34,51,96,6.76,KZ,1684146093
564,verkhnevilyuysk,63.4453,120.3167,46.6,40,97,5.61,RU,1684146093
565,wenshui,28.4506,106.5267,63.28,85,100,1.86,CN,1684146093
566,santana,-0.0583,-51.1817,78.98,100,75,2.3,BR,1684146094
567,presque isle,46.6811,-68.0159,47.03,55,0,5.75,US,1684146094
568,dhromolaxia,34.8755,33.5868,85.24,71,0,8.05,CY,1684146094
569,nizhneudinsk,54.9076,99.0276,56.32,21,90,12.46,RU,1684146094
570,las khorey,11.1595,48.1967,90.86,57,22,8.43,SO,1684146095
571,tostado,-29.232,-61.7692,52.99,78,0,8.86,AR,1684146095
572,irkutsk,52.2978,104.2964,54.37,32,0,11.18,RU,1684146095
573,yuzhno-kurilsk,44.0306,145.8556,44.4,97,100,11.1,RU,1684146096
574,abepura,-2.6333,140.5833,83.21,79,20,4.61,ID,1684146096
575,naze,28.3667,129.4833,70.72,71,1,5.68,JP,1684145993
576,hancheng,32.5186,112.3522,88.16,40,100,17.45,CN,1684146096
577,amga,60.8953,131.9608,43.41,93,100,11.41,RU,1684146097
578,mankato,44.1636,-93.9994,47.52,93,0,3.44,US,1684146097
579,quang ngai,15.1167,108.8,84.63,78,87,7.49,VN,1684146097
580,anshun,26.25,105.9333,68.77,72,99,8.46,CN,1684146010
581,qinzhou,21.95,108.6167,80.06,73,73,11.95,CN,1684146098
582,huazhou,21.6333,110.5833,79.59,79,97,8.41,CN,1684146099
583,avallon,47.4833,3.9,59.31,73,98,7.02,FR,1684146099
584,ghadamis,30.1337,9.5007,71.22,28,3,23.87,LY,1684146099
585,masterton,-40.9597,175.6575,49.89,88,100,7.14,NZ,1684146099
586,ballina,-28.8667,153.5667,62.78,86,100,1.3,AU,1684146100
587,vezirkopru,41.1436,35.4547,66.69,40,55,2.71,TR,1684146100
